소단원명	질문	정답
13. 일차방정식의 활용	속력 구하는 공식은?	거리 나누기 시간입니다.
13. 일차방정식의 활용	농도 문제에서 소금의 양 공식은?	100분의 농도 곱하기 소금물의 양입니다.
13. 일차방정식의 활용	원가에 a퍼센트 이익을 붙인 정가는?	원가 곱하기 (1 더하기 100분의 a)입니다.
13. 일차방정식의 활용	정가에서 b퍼센트 할인한 판매가는?	정가 곱하기 (1 빼기 100분의 b)입니다.
13. 일차방정식의 활용	증가와 감소 문제에서 전체 학생 수 식 세우는 법은?	(처음 학생 수) 플러스 마이너스 (변화량)입니다.
13. 일차방정식의 활용	일의 양 문제에서 전체 일의 양은 보통 얼마로 두는가?	1로 둡니다.
13. 일차방정식의 활용	거속시 문제에서 단위(분, 시간 등)를 통일해야 하는가?	네, 반드시 통일해야 합니다.
13. 일차방정식의 활용	긴 의자에 앉는 학생 수 문제에서 미지수는?	의자의 개수를 x로 둡니다.
13. 일차방정식의 활용	두 사람이 마주 보고 걸어와 만나는 경우의 식은?	(A의 거리) 더하기 (B의 거리)는 (전체 거리)입니다.
13. 일차방정식의 활용	트랙을 같은 방향으로 돌아 만나는 경우의 식은?	(빠른 사람 거리) 빼기 (느린 사람 거리)는 (한 바퀴)입니다.
13. 일차방정식의 활용	소금물에 물을 더 넣는 경우 변하지 않는 것은?	소금의 양입니다.
13. 일차방정식의 활용	어떤 수의 2배에서 5를 뺀 것이 11일 때 어떤 수는?	8입니다.
13. 일차방정식의 활용	계산한 해가 문제의 조건(자연수, 양수 등)에 맞는지 확인해야 하는가?	네, 필수적인 단계입니다.
13. 일차방정식의 활용	활용 문제에서 가장 어려운 단계는?	문장을 수식으로 바꾸는 식 세우기 단계입니다.
14. 순서쌍과 좌표	수직선 위의 점의 좌표는 어떻게 나타내는가?	P(a)와 같이 기호와 숫자로 나타냅니다.
14. 순서쌍과 좌표	좌표평면이란 무엇인가?	두 수직선이 원점에서 수직으로 만나 정해지는 평면입니다.
14. 순서쌍과 좌표	x축과 y축을 통틀어 무엇이라 하는가?	좌표축이라고 합니다.
14. 순서쌍과 좌표	원점이란 무엇인가?	두 좌표축이 만나는 점 O(0, 0)입니다.
14. 순서쌍과 좌표	순서쌍이란 무엇인가?	두 수의 순서를 정하여 짝지어 나타낸 (a, b)입니다.
14. 순서쌍과 좌표	점 (3, -2)에서 3은 어느 좌표인가?	x좌표입니다.
14. 순서쌍과 좌표	점 (0, 5)는 어느 축 위에 있는가?	y축 위에 있습니다.
14. 순서쌍과 좌표	제1사분면의 점의 부호 특징은?	x, y 모두 플러스입니다.
14. 순서쌍과 좌표	제2사분면의 점의 부호 특징은?	x는 마이너스, y는 플러스입니다.
14. 순서쌍과 좌표	제3사분면의 점의 부호 특징은?	x, y 모두 마이너스입니다.
14. 순서쌍과 좌표	제4사분면의 점의 부호 특징은?	x는 플러스, y는 마이너스입니다.
14. 순서쌍과 좌표	좌표축 위에 있는 점은 사분면에 포함되는가?	아니요, 어느 사분면에도 포함되지 않습니다.
14. 순서쌍과 좌표	x축에 대칭인 점의 특징은?	y좌표의 부호만 반대로 바뀝니다.
14. 순서쌍과 좌표	y축에 대칭인 점의 특징은?	x좌표의 부호만 반대로 바뀝니다.
14. 순서쌍과 좌표	원점에 대칭인 점의 특징은?	x, y좌표 모두 부호가 반대로 바뀝니다.
14. 순서쌍과 좌표	점 (2, 3)을 x축 대칭이동하면?	(2, -3)입니다.
14. 순서쌍과 좌표	좌표평면에서 두 점 사이의 거리는 어떻게 알 수 있는가?	좌표의 차를 이용하여 길이를 구합니다.
14. 순서쌍과 좌표	x좌표가 0인 모든 점은 어디에 있는가?	y축 위에 있습니다.
14. 순서쌍과 좌표	점 (-4, -1)은 제 몇 사분면인가?	제3사분면입니다.
14. 순서쌍과 좌표	좌표평면을 처음 도입한 수학자는?	데카르트입니다(참고용).
15. 그래프와 그 해석	변수란 무엇인가?	x, y와 같이 여러 가지로 변하는 값을 나타내는 문자입니다.
15. 그래프와 그 해석	그래프의 정의는 무엇인가?	두 변수 사이의 관계를 좌표평면 위에 나타낸 점이나 선입니다.
15. 그래프와 그 해석	연속적인 변수의 그래프는 주로 어떤 모양인가?	매끄러운 선 모양입니다.
15. 그래프와 그 해석	그래프를 해석할 때 가장 먼저 보아야 할 것은?	가로축과 세로축이 나타내는 양입니다.
15. 그래프와 그 해석	그래프가 오른쪽 위로 향한다는 것은 무엇을 의미하는가?	x가 증가할 때 y도 증가한다는 뜻입니다.
15. 그래프와 그 해석	그래프가 수평(x축과 평행)인 구간의 의미는?	x가 변해도 y의 값은 일정하다는 뜻입니다.
15. 그래프와 그 해석	그래프가 급격히 올라가는 것과 완만히 올라가는 것의 차이는?	y의 변화 속도가 빠르거나 느림을 의미합니다.
15. 그래프와 그 해석	시간에 따른 거리 그래프에서 멈춰 있는 상태는 어떻게 그려지는가?	가로 직선 모양으로 그려집니다.
15. 그래프와 그 해석	주기적인 현상의 그래프 모양은?	일정한 모양이 반복되는 형태입니다.
15. 그래프와 그 해석	그래프를 보고 알 수 있는 정보 두 가지는?	두 양의 변화 추세와 특정 시점의 값입니다.
15. 그래프와 그 해석	속력 그래프에서 속력이 일정하게 줄어들면 모양은?	오른쪽 아래로 향하는 직선입니다.
15. 그래프와 그 해석	그래프가 끊겨 있는 것은 무엇을 의미하는가?	변수가 불연속적으로 변함을 의미합니다.
15. 그래프와 그 해석	점들로만 이루어진 그래프는 어떤 경우인가?	변수가 자연수처럼 딱딱 끊어지는 값일 때입니다.
15. 그래프와 그 해석	그래프가 원점을 지나는 것은 무엇을 의미하는가?	x가 0일 때 y도 0이라는 뜻입니다.
15. 그래프와 그 해석	두 그래프의 교점의 의미는?	두 상황의 값이 같아지는 지점입니다.
15. 그래프와 그 해석	모양이 다른 그릇에 물을 채울 때 높이 그래프가 다른 이유는?	그릇의 폭에 따라 높이 변화율이 다르기 때문입니다.
15. 그래프와 그 해석	폭이 넓은 그릇은 높이 그래프의 기울기가 어떠한가?	완만합니다.
15. 그래프와 그 해석	폭이 위로 갈수록 좁아지는 그릇의 그래프는?	기울기가 점점 급해지는 모양입니다.
15. 그래프와 그 해석	그래프를 통해 미래의 값을 예측할 수 있는가?	네, 변화 추세를 연장하여 추측할 수 있습니다.
15. 그래프와 그 해석	실생활 그래프의 예 하나는?	시간에 따른 기온 변화, 주식 차트 등이 있습니다.
16. 정비례	정비례의 정의는 무엇인가?	x가 2배, 3배가 될 때 y도 2배, 3배가 되는 관계입니다.
16. 정비례	정비례 관계식의 기본 형태는?	y는 ax 입니다 (단, a는 0이 아님).
16. 정비례	정비례 관계에서 y 나누기 x의 값은 항상 무엇인가?	상수 a로 일정합니다.
16. 정비례	정비례 그래프는 항상 어느 점을 지나는가?	원점(0, 0)을 지납니다.
16. 정비례	y=ax 그래프에서 a가 양수일 때 특징은?	제1, 3사분면을 지나는 오른쪽 위로 향하는 직선입니다.
16. 정비례	y=ax 그래프에서 a가 음수일 때 특징은?	제2, 4사분면을 지나는 오른쪽 아래로 향하는 직선입니다.
16. 정비례	기울기 a의 절댓값이 클수록 그래프는 어디에 가까워지는가?	y축에 가까워집니다.
16. 정비례	정비례 관계의 예 하나는?	한 권에 1000원인 공책 x권의 가격 y원입니다.
16. 정비례	정비례 그래프 위의 한 점이 (1, 2)이면 식은?	y=2x 입니다.
16. 정비례	정비례 그래프는 어떤 모양의 선인가?	직선입니다.
16. 정비례	x가 0일 때 y는 항상 얼마인가?	0입니다.
16. 정비례	a가 마이너스 3일 때 x가 2 증가하면 y는 얼마 증가하는가?	마이너스 6 증가(즉 6 감소)합니다.
16. 정비례	정비례 활용 문제 풀이의 첫 단계는?	두 양 사이의 관계식을 세우는 것입니다.
16. 정비례	속력이 일정할 때 시간과 거리의 관계는?	정비례 관계입니다.
16. 정비례	용수철의 늘어난 길이는 추의 무게에 어떠한가?	정비례합니다.
16. 정비례	y=ax에서 a를 무엇이라 부르는가?	비례상수라고 합니다.
16. 정비례	정비례 그래프가 제2, 4사분면을 지나면 a의 부호는?	음수입니다.
16. 정비례	x와 y의 비가 일정하면 어떤 관계인가?	정비례 관계입니다.
16. 정비례	정비례 그래프를 그리기 위해 최소 몇 개의 점이 필요한가?	원점 외에 한 점만 더 알면 됩니다.
16. 정비례	비례상수 a가 1이면 y와 x의 관계는?	y와 x의 값이 같습니다.
17. 반비례	반비례의 정의는 무엇인가?	x가 2배, 3배가 될 때 y는 2분의 1배, 3분의 1배가 되는 관계입니다.
17. 반비례	반비례 관계식의 기본 형태는?	y는 x분의 a 입니다 (단, a는 0이 아님).
17. 반비례	반비례 관계에서 x와 y의 곱은 항상 무엇인가?	상수 a로 일정합니다.
17. 반비례	반비례 그래프의 모양은?	좌표축에 한없이 가까워지는 한 쌍의 매끄러운 곡선입니다.
17. 반비례	y=x분의 a 그래프에서 a가 양수일 때 지나는 사분면은?	제1사분면과 제3사분면입니다.
17. 반비례	y=x분의 a 그래프에서 a가 음수일 때 지나는 사분면은?	제2사분면과 제4사분면입니다.
17. 반비례	반비례 그래프에서 a의 절댓값이 클수록 원점에서 어떻게 되는가?	원점에서 멀어집니다.
17. 반비례	반비례 그래프는 x축이나 y축과 만나는가?	아니요, 절대 만나지 않습니다.
17. 반비례	반비례 관계의 예 하나는?	넓이가 일정한 직사각형의 가로와 세로 길이입니다.
17. 반비례	반비례 그래프 위의 한 점이 (2, 3)이면 식은?	y=x분의 6 입니다.
17. 반비례	x가 분모에 있을 때 x는 0이 될 수 있는가?	아니요, 분모는 0이 될 수 없습니다.
17. 반비례	반비례 관계식 xy=a 에서 a의 명칭은?	비례상수입니다.
17. 반비례	일정한 거리를 갈 때 속력과 시간의 관계는?	반비례 관계입니다.
17. 반비례	기체의 부피와 압력 사이의 관계는?	반비례 관계입니다(보일의 법칙).
17. 반비례	반비례 그래프가 제1, 3사분면에 있으면 x가 커질 때 y는?	감소합니다.
17. 반비례	반비례 그래프는 원점에 대하여 어떠한가?	대칭입니다.
17. 반비례	x의 값이 커질수록 반비례 그래프는 어느 축에 가까워지는가?	x축에 가까워집니다.
17. 반비례	반비례 관계식을 구할 때 가장 먼저 해야 할 일은?	비례상수 a를 구하기 위해 한 점을 대입하거나 xy를 곱합니다.
17. 반비례	반비례 그래프는 직선인가?	아니요, 곡선입니다.
17. 반비례	반비례 관계에서 x가 1/2배가 되면 y는 몇 배가 되는가?	2배가 됩니다.
