소단원명	질문	정답
13. 자료의 정리	줄기와 잎 그림에서 줄기 1, 잎 2가 12를 의미한다면 이를 무엇이라 하는가?	설명 또는 키(Key)라고 합니다.
13. 자료의 정리	변량이 정수가 아닌 소수일 때도 도수분포표를 만들 수 있는가?	네, 계급을 소수 단위로 나누면 됩니다.
13. 자료의 정리	자료가 너무 많을 때 줄기와 잎 그림보다 유리한 것은?	도수분포표입니다.
14. 히스토그램과 도수분포다각형	히스토그램이란 무엇인가?	도수분포표의 각 계급을 가로, 도수를 세로로 하여 그린 직사각형 그래프입니다.
14. 히스토그램과 도수분포다각형	히스토그램에서 각 직사각형의 넓이는 무엇에 비례하는가?	계급의 도수에 비례합니다.
14. 히스토그램과 도수분포다각형	히스토그램 전체 직사각형의 넓이 합 공식은?	(계급의 크기) * (도수의 총합)입니다.
14. 히스토그램과 도수분포다각형	도수분포다각형이란 무엇인가?	히스토그램의 각 직사각형 윗변의 중점을 이어 만든 다각형입니다.
14. 히스토그램과 도수분포다각형	도수분포다각형을 그릴 때 양 끝은 어떻게 처리하는가?	도수가 0인 계급이 있는 것으로 간주하여 가로축과 연결합니다.
14. 히스토그램과 도수분포다각형	도수분포다각형과 가로축으로 둘러싸인 넓이는 무엇과 같은가?	히스토그램의 직사각형 넓이의 합과 같습니다.
14. 히스토그램과 도수분포다각형	히스토그램의 가로축은 무엇을 나타내는가?	계급입니다.
14. 히스토그램과 도수분포다각형	히스토그램의 세로축은 무엇을 나타내는가?	도수입니다.
14. 히스토그램과 도수분포다각형	도수분포다각형의 장점은?	자료의 분포 상태를 연속적으로 관찰할 수 있습니다.
14. 히스토그램과 도수분포다각형	두 집단의 분포를 비교할 때 더 편리한 그래프는?	도수분포다각형입니다.
14. 히스토그램과 도수분포다각형	히스토그램에서 직사각형 사이의 간격은?	간격 없이 붙여서 그립니다.
14. 히스토그램과 도수분포다각형	계급의 크기가 변하면 히스토그램의 모양은?	직사각형의 폭과 높이가 모두 변합니다.
14. 히스토그램과 도수분포다각형	히스토그램에서 도수가 가장 큰 계급을 찾는 법은?	가장 높은 직사각형을 찾습니다.
14. 히스토그램과 도수분포다각형	도수분포다각형 아래 넓이가 히스토그램과 같은 이유는?	삐져나온 삼각형과 안으로 들어간 삼각형의 넓이가 같기 때문입니다.
14. 히스토그램과 도수분포다각형	변량이 연속적일 때 사용하는 가장 기본적인 그래프는?	히스토그램입니다.
14. 히스토그램과 도수분포다각형	히스토그램에서 특정 도수 이상인 비율을 구하는 법은?	해당 직사각형들의 넓이 비율로 구합니다.
14. 히스토그램과 도수분포다각형	그래프의 눈금이 0부터 시작하지 않을 때 쓰는 기호는?	물결선(생략 기호)입니다.
14. 히스토그램과 도수분포다각형	히스토그램은 누가 처음 창안했는가?	칼 피어슨입니다 (참고용).
14. 히스토그램과 도수분포다각형	도수분포다각형에서 꺾인 점의 개수는?	(계급의 개수 + 2) 개입니다.
14. 히스토그램과 도수분포다각형	히스토그램을 보고 원래 자료의 총합을 정확히 알 수 있는가?	아니요, 계급값으로 추정할 뿐입니다.
15. 상대도수	상대도수의 정의는 무엇인가?	전체 도수에 대한 각 계급의 도수의 비율입니다.
15. 상대도수	상대도수 구하는 공식은?	(계급의 도수) / (도수의 총합)입니다.
15. 상대도수	상대도수의 총합은 항상 얼마인가?	항상 1입니다.
15. 상대도수	상대도수를 사용하는 가장 큰 이유는 무엇인가?	도수의 총합이 다른 두 집단의 분포를 비교하기 위해서입니다.
15. 상대도수	상대도수는 각 계급의 도수에 어떠한가?	정비례합니다.
15. 상대도수	상대도수 분포표란 무엇인가?	도수분포표에서 각 계급의 상대도수를 적어 넣은 표입니다.
15. 상대도수	상대도수 그래프는 도수분포다각형과 어떤 차이가 있는가?	세로축이 도수가 아닌 상대도수를 나타냅니다.
15. 상대도수	상대도수 그래프와 가로축으로 둘러싸인 부분의 넓이는?	계급의 크기와 같습니다 (1 * 계급의 크기).
15. 상대도수	상대도수가 0.2인 계급의 도수가 10명일 때 전체 도수는?	10 / 0.2 하여 50명입니다.
15. 상대도수	상대도수는 주로 어떤 수치로 나타내는가?	소수나 분수로 나타냅니다.
15. 상대도수	상대도수에 100을 곱하면 무엇이 되는가?	백분율(퍼센트)이 됩니다.
15. 상대도수	도수의 총합이 커지면 상대도수의 합도 커지는가?	아니요, 합은 항상 1로 유지됩니다.
15. 상대도수	두 집단 비교 시 한 집단의 상대도수 그래프가 왼쪽에 치우쳐 있다면?	그 집단의 변량값이 대체로 더 작음을 의미합니다.
15. 상대도수	특정 계급의 도수를 구할 때 (총합 * 상대도수)를 하는 이유는?	상대도수의 정의를 변형한 식이기 때문입니다.
15. 상대도수	상대도수 그래프에서 꺾인 선의 높이는 무엇을 의미하는가?	그 계급의 비율을 의미합니다.
15. 상대도수	상대도수의 총합이 1이 되지 않는 경우는?	반올림 오차 때문일 수 있지만 이론적으로는 항상 1입니다.
15. 상대도수	도수분포표 없이 상대도수만으로 자료의 개수를 알 수 있는가?	아니요, 전체 도수나 특정 도수 하나는 알아야 합니다.
15. 상대도수	상대도수가 가장 큰 계급은 무엇과 일치하는가?	도수가 가장 큰 계급과 일치합니다.
15. 상대도수	전체 인원수가 다른 두 학교의 수학 성적을 비교할 때 적절한 지표는?	상대도수입니다.
15. 상대도수	상대도수 0.15를 백분율로 나타내면?	15퍼센트입니다.
